"Identifier","Label","Translation","Infinitif","Participe présent","Type","Présent - je","Présent - tu","Présent - il","Présent - elle","Présent - nous","Présent - vous","Présent - ils","Présent - elles","Imparfait - je","Imparfait - tu","Imparfait - il","Imparfait - elle","Imparfait - nous","Imparfait - vous","Imparfait - ils","Imparfait - elles","Futur - je","Futur - tu","Futur - il","Futur - elle","Futur - nous","Futur - vous","Futur - ils","Futur - elles","Passé composé - je","Passé composé - tu","Passé composé - il","Passé composé - elle","Passé composé - nous","Passé composé - vous","Passé composé - ils","Passé composé - elles","Plus-que-parfait - je","Plus-que-parfait - tu","Plus-que-parfait - il","Plus-que-parfait - elle","Plus-que-parfait - nous","Plus-que-parfait - vous","Plus-que-parfait - ils","Plus-que-parfait - elles","Subjonctif - je","Subjonctif - tu","Subjonctif - il","Subjonctif - elle","Subjonctif - nous","Subjonctif - vous","Subjonctif - ils","Subjonctif - elles","Conditionnel - je","Conditionnel - tu","Conditionnel - il","Conditionnel - elle","Conditionnel - nous","Conditionnel - vous","Conditionnel - ils","Conditionnel - elles"
"inventer","inventer","erfinden","inventer","inventant","er","invente","inventes","invente","invente","inventons","inventez","inventent","inventent","inventais","inventais","inventait","inventait","inventions","inventiez","inventaient","inventaient","inventerai","inventeras","inventera","inventera","inventerons","inventerez","inventeront","inventeront","ai inventé","as inventé","a inventé","a inventé","avons inventé","avez inventé","ont inventé","ont inventé","avais inventé","avais inventé","avait inventé","avait inventé","avions inventé","aviez inventé","avaient inventé","avaient inventé","invente","inventes","invente","invente","inventions","inventiez","inventent","inventent","inventerais","inventerais","inventerait","inventerait","inventerions","inventeriez","inventeraient","inventeraient"
